input,target
"correct the following sentence:  First , they have spend many time on the computer , so they does n't know how to communicate . ","First , they have spent too much time using computers , so they do n't know how to properly communicate . "
"correct the following sentence:  First , they have spend many time on the computer , so they does n't know how to communicate . ","First , because they have spent so much time on the computer , they do n't know how to communicate with someone in person . "
"correct the following sentence:  First , they have spend many time on the computer , so they does n't know how to communicate . ","First , they spend so much time on their computers that they do n't know how to communicate . "
"correct the following sentence:  First , they have spend many time on the computer , so they does n't know how to communicate . ","First , they have spend a lot of time on the computer , so they do n't know how to communicate . "
correct the following sentence:  I would also like to say that understanding concepts and ideas is a much more important way of studying for students . ,I would also like to say that understanding concepts and ideas is a much more important way of studying for students . 
correct the following sentence:  I would also like to say that understanding concepts and ideas is a much more important way of studying for students . ,I believe that understanding concepts and ideas is a more important way of studying for students . 
correct the following sentence:  I would also like to say that understanding concepts and ideas is a much more important way of studying for students . ,I would also like to say that understanding concepts and ideas is a much more important way for students to study . 
correct the following sentence:  I would also like to say that understanding concepts and ideas is a much more important way of studying for students . ,I would also like to say that understanding concepts and ideas is a much more important way of studying for students . 
correct the following sentence:  I ordered them and was promised that they would be delivered to my house in a few days . ,I ordered them and was promised that they would be delivered to my house in a few days . 
correct the following sentence:  I ordered them and was promised that they would be delivered to my house in a few days . ,I ordered them and was promised that they would be delivered to my house in a few days . 
correct the following sentence:  I ordered them and was promised that they would be delivered to my house in a few days . ,I ordered them and was promised that they would be delivered to my house in a few days . 
correct the following sentence:  I ordered them and was promised that they would be delivered to my house in a few days . ,I ordered them and was promised that they would be delivered to my house in a few days . 
correct the following sentence:  we know that prescribed burning shud be repreated every few years but its very expensive to spent every few year . ,"We know that prescribed burning should be repeated every few years , but it 's very expensive to prescribe burnings every few years . "
correct the following sentence:  we know that prescribed burning shud be repreated every few years but its very expensive to spent every few year . ,"We know that prescribed burning should be repreated every few years , but it 's very expensive to implement this schedule . "
correct the following sentence:  we know that prescribed burning shud be repreated every few years but its very expensive to spent every few year . ,"We know that prescribed burning should be repeated every few years , but its very expensive to pay for this every few years . "
correct the following sentence:  we know that prescribed burning shud be repreated every few years but its very expensive to spent every few year . ,"We know that prescribed burning should be repeated every few years , but it 's very expensive to spend every few years . "
correct the following sentence:  Second differance between the encylopedia is that there a lot of viruses and hackers in internet and one of the hackers can easily change the informations about any kind of topic . ,"The second difference between the encyclopedia and information on the Internet is that there are a lot of viruses and hackers on the Internet , and hackers can easily change information regarding any topic . "
correct the following sentence:  Second differance between the encylopedia is that there a lot of viruses and hackers in internet and one of the hackers can easily change the informations about any kind of topic . ,"The second difference between an encyclopedia and the Internet is that there a lot of viruses and hackers on the web , and one of them can easily change the information about any kind of topic . "
correct the following sentence:  Second differance between the encylopedia is that there a lot of viruses and hackers in internet and one of the hackers can easily change the informations about any kind of topic . ,"The second difference with the encyclopedia is that there are a lot of viruses and hackers on the internet , and one of the hackers could easily change the information about any kind of topic . "
correct the following sentence:  Second differance between the encylopedia is that there a lot of viruses and hackers in internet and one of the hackers can easily change the informations about any kind of topic . ,"Second , the difference between the encyclopedia is that there a lot of viruses and hackers on the internet and one of the hackers could easily change the information about any topic . "
"correct the following sentence:  If i want to win a case in court in - for example , a case where technical questions are to be considered- it is not enough to just know about the law . ","For example , if I want to win a case in court in which technical questions are to be considered , it is not enough to just know about the law . "
"correct the following sentence:  If i want to win a case in court in - for example , a case where technical questions are to be considered- it is not enough to just know about the law . ","If I want to win a case in court in , for example , a case where technical questions are to be considered , it is not enough to know just about the law . "
"correct the following sentence:  If i want to win a case in court in - for example , a case where technical questions are to be considered- it is not enough to just know about the law . ","If I want to win a case in court , for example , a case where technical questions are to be considered , it is not enough to just know about the law . "
"correct the following sentence:  If i want to win a case in court in - for example , a case where technical questions are to be considered- it is not enough to just know about the law . ","If I want to win a case in court , for example , a case where technical questions are to be considered , it is not enough to just know about the law . "
"correct the following sentence:  Second , if there is any problem with the goods . ","Second , determine if there is any problem with the goods . "
"correct the following sentence:  Second , if there is any problem with the goods . ","Second , if there are any problems with the goods . "
"correct the following sentence:  Second , if there is any problem with the goods . ","Second , is there any problem with the goods . "
"correct the following sentence:  Second , if there is any problem with the goods . ","Second , if there are any problems with the goods . "
"correct the following sentence:  Some people might say""hey how does energy come "" . ","Some people might say "" hey , how does energy come ? "" "
"correct the following sentence:  Some people might say""hey how does energy come "" . ","Some people might say , "" Hey , where does energy come from ? "" "
"correct the following sentence:  Some people might say""hey how does energy come "" . ","Some people might say , "" hey how does energy form "" . "
"correct the following sentence:  Some people might say""hey how does energy come "" . ","Some people might say , "" Hey , how does energy come ? "" "
correct the following sentence:  the successful people try to do new things likr any machine can help the people . ,"Successful people try to do new things , like use any machine that could possibly help people . "
correct the following sentence:  the successful people try to do new things likr any machine can help the people . ,"Successful people try to do new things , like inventing a machine that can help people . "
correct the following sentence:  the successful people try to do new things likr any machine can help the people . ,The successful people try to do new things like any machine that can help the people . 
correct the following sentence:  the successful people try to do new things likr any machine can help the people . ,The successful people try to do new things like any machine can help the people . 
"correct the following sentence:  However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? ","However , the problem is how long will it take us to find out that we are actually being controlled by the advertisements and the perfect image they gave us . "
"correct the following sentence:  However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? ","However , the problem is , how long will it take us to find out that we are actually controlled by advertisements and the perfect image they have given us ? "
"correct the following sentence:  However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? ","However , the problem is determining how long it will take us to find out if we are actually controlled by the advertisements and the perfect image they give us . "
"correct the following sentence:  However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? ","However , the problem is how long will it take us to find out that we are actually controlled by the advertisements and the perfect image they gave us ? "
correct the following sentence:  Comsumers are not likely to buy a pair of trousers when the claim is that they will increase capacity to fly . ,Comsumers are not likely to buy a pair of trousers when the claim is that they will increase capacity to fly . 
correct the following sentence:  Comsumers are not likely to buy a pair of trousers when the claim is that they will increase capacity to fly . ,Comsumers are not likely to buy a pair of trousers when the claim is that they will increase their capacity to fly . 
correct the following sentence:  Comsumers are not likely to buy a pair of trousers when the claim is that they will increase capacity to fly . ,Consumers are not likely to buy a pair of trousers when the claim is that they will increase their capacity to fly . 
correct the following sentence:  Comsumers are not likely to buy a pair of trousers when the claim is that they will increase capacity to fly . ,Consumers are not likely to buy a pair of trousers when the claim is that they will increase the capacity to fly . 
"correct the following sentence:  Hence , German students will have to work harder , think much more and thus become even more skilled . ","Hence , German students will have to work harder , think much more , and , thus , become even more skilled . "
"correct the following sentence:  Hence , German students will have to work harder , think much more and thus become even more skilled . ","Therefore , German students will have to work harder , think much more , and thus become even more skilled . "
"correct the following sentence:  Hence , German students will have to work harder , think much more and thus become even more skilled . ","Hence , German students will have to work harder , think much more and thus become even more skilled . "
"correct the following sentence:  Hence , German students will have to work harder , think much more and thus become even more skilled . ","Hence , German students will have to work harder , think much more and thus become even more skilled . "
correct the following sentence:  One reason is that endangered animals is breaking nature . ,One reason is that endangered animals are breaking nature . 
correct the following sentence:  One reason is that endangered animals is breaking nature . ,One reason is that endangered animals are breaking nature . 
correct the following sentence:  One reason is that endangered animals is breaking nature . ,One reason is that endangered animals are breaking nature . 
correct the following sentence:  One reason is that endangered animals is breaking nature . ,One reason is that endangered animals are breaking nature . 
correct the following sentence:  so i think having selfconfdence is more important than having knowledge . ,So I think that having self-confidence is more important than having knowledge . 
correct the following sentence:  so i think having selfconfdence is more important than having knowledge . ,"So , I think having self-confidence is more important than having knowledge . "
correct the following sentence:  so i think having selfconfdence is more important than having knowledge . ,So I think having self-confidence is more important than having knowledge . 
correct the following sentence:  so i think having selfconfdence is more important than having knowledge . ,I think having self-confidence is more important than having knowledge . 
correct the following sentence:  A younger person however will need to time to define his or her wants in life . ,"A younger person , however , will need time to define his , or her , wants in life . "
correct the following sentence:  A younger person however will need to time to define his or her wants in life . ,"A young person , however , will need to time to define his or her wants in life . "
correct the following sentence:  A younger person however will need to time to define his or her wants in life . ,"A younger person , however , will need time to define their wants in life . "
correct the following sentence:  A younger person however will need to time to define his or her wants in life . ,A younger person however will need time to define his or her wants in life . 
"correct the following sentence:  The work should be good , and not just bundle of meaningless . ",The work should be good and not just a meaningless bundle . 
"correct the following sentence:  The work should be good , and not just bundle of meaningless . ","The work should be good , and not just meaningless . "
"correct the following sentence:  The work should be good , and not just bundle of meaningless . ","The work should be good , and not just a bundle of meaninglessness . "
"correct the following sentence:  The work should be good , and not just bundle of meaningless . ","The work should be good , and not just a bundle of meaningless information . "
correct the following sentence:  always natural disaster bring economy damage . ,Natural disasters will always bring damage to the economy . 
correct the following sentence:  always natural disaster bring economy damage . ,Natural disasters always bring damage to the economy . 
correct the following sentence:  always natural disaster bring economy damage . ,Natural disasters always cause economic damage . 
correct the following sentence:  always natural disaster bring economy damage . ,"Always , the natural disaster brings economic damage . "
"correct the following sentence:  Its rightly said , life is not about adding years to life but life to years . ","It 's rightly said that life is not about adding years to life , but life to years . "
"correct the following sentence:  Its rightly said , life is not about adding years to life but life to years . ","It is rightly said that life is not about adding years to life , but life to years . "
"correct the following sentence:  Its rightly said , life is not about adding years to life but life to years . ","It 's rightly said , "" Life is not about adding years to life but life to years. "" . "
"correct the following sentence:  Its rightly said , life is not about adding years to life but life to years . ","It 's rightly said life is not about adding years to life , but life to years . "
"correct the following sentence:  First , advertissment make me to buy some thing unplanly . ","First , advertisements make me want to puchase things I did n't plan to buy . "
"correct the following sentence:  First , advertissment make me to buy some thing unplanly . ","First , advertisements make me want to buy something unplanned . "
"correct the following sentence:  First , advertissment make me to buy some thing unplanly . ","First , an advertisement made me buy something unplanned . "
"correct the following sentence:  First , advertissment make me to buy some thing unplanly . ","First , the advertisement makes me to buy something . "
correct the following sentence:  There are two major reasons : it is profit to socialization and mental health . ,There are two major reasons : it is beneficial to socialization and to mental health . 
correct the following sentence:  There are two major reasons : it is profit to socialization and mental health . ,There are two major reasons : it benefits socialization and mental health . 
correct the following sentence:  There are two major reasons : it is profit to socialization and mental health . ,There are two major reasons : it is profit to socialization and mental health . 
correct the following sentence:  There are two major reasons : it is profit to socialization and mental health . ,There are two major reasons : it is profitable to socialization and mental health . 
"correct the following sentence:  For the these reasons , I have to take high score on TOEFL . ","For these reasons , I have to get a high score on the TOEFL exam . "
"correct the following sentence:  For the these reasons , I have to take high score on TOEFL . ","For these reasons , I need a high score on the TOEFL . "
"correct the following sentence:  For the these reasons , I have to take high score on TOEFL . ","For these reasons , I have to take a high score on TOEFL . "
"correct the following sentence:  For the these reasons , I have to take high score on TOEFL . ","For these reasons , I have to get a high score on the TOEFL . "
"correct the following sentence:  I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . ","I believe this number is increasing , and will continue to increase , as generations of educated people pass on their wisdom to their children . "
"correct the following sentence:  I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . ","I believe this number is increasing , and will continue to increase as generations of educated people pass on their wisdom to their children . "
"correct the following sentence:  I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . ",I believe this number is increasing and will continue to increase as generations of educated people pass their wisdom on to their children . 
"correct the following sentence:  I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . ","I believe , this number is increasing and will continue to increase as generations of educated people pass on their wisdom to their children . "
"correct the following sentence:  In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . ","In my opinion , the need for community service and volunteerism arises in the absence of adequate resources , or when somebody is not fulfilling their responsibilities . "
"correct the following sentence:  In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . ","In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . "
"correct the following sentence:  In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . ","In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . "
"correct the following sentence:  In my opinion , the need for community service and volunteerism arises in the absence of adequate resources or when somebody is not fulfilling their responsibilities . ","In my opinion , the need for community service and volunteerism rises in the absence of adequate resources or when someone is not fulfilling their responsibilities . "
"correct the following sentence:  When i consumed that drink , then i came to know that we should not believe the advertisements . ","When I consumed that drink , I came to understand that we should not believe in advertisements . "
"correct the following sentence:  When i consumed that drink , then i came to know that we should not believe the advertisements . ","After I consumed that drink , then I came to know that we should not believe the advertisements . "
"correct the following sentence:  When i consumed that drink , then i came to know that we should not believe the advertisements . ","When I consumed that drink , I came to know that we should not believe the advertisements . "
"correct the following sentence:  When i consumed that drink , then i came to know that we should not believe the advertisements . ","When I consumed that drink , I came to know that we should not believe the advertisements . "
correct the following sentence:  But it is very different from that one in the passage . ,But it is very different from that one in the passage . 
correct the following sentence:  But it is very different from that one in the passage . ,But it is very different from the one in the passage . 
correct the following sentence:  But it is very different from that one in the passage . ,But it is very different from that one in the passage . 
correct the following sentence:  But it is very different from that one in the passage . ,But it is very different from that one in the passage . 
correct the following sentence:  they just creat impression such well that people are drag to buy it . ,They just impress upon people so well that people are compelled to buy it . 
correct the following sentence:  they just creat impression such well that people are drag to buy it . ,They just create such a good impression that people run out to buy them . 
correct the following sentence:  they just creat impression such well that people are drag to buy it . ,They create an impression so well that people are dragged to buy it . 
correct the following sentence:  they just creat impression such well that people are drag to buy it . ,They just create impressions so well that people are willing to buy it . 
"correct the following sentence:  Since I liked enough areas inside , I bought the car a few days later . ","Since I liked the interior so much , I bought the car a few days later . "
"correct the following sentence:  Since I liked enough areas inside , I bought the car a few days later . ","Since I liked enough areas inside , I bought the car a few days later . "
"correct the following sentence:  Since I liked enough areas inside , I bought the car a few days later . ","Since I liked enough of the areas inside , I bought the car a few days later . "
"correct the following sentence:  Since I liked enough areas inside , I bought the car a few days later . ","Since I liked enough areas inside , I bought the car a few days later . "
correct the following sentence:  Exactly like master of none and Jack of all . ,"Exactly like the phrase "" jack of all trades , master of none . "" "
correct the following sentence:  Exactly like master of none and Jack of all . ,Exactly like master of none and jack of all trades . 
correct the following sentence:  Exactly like master of none and Jack of all . ,Exactly like master of none and Jack of all . 
correct the following sentence:  Exactly like master of none and Jack of all . ,It is exactly like master of none and jack of all . 
correct the following sentence:  The economy would benefit because this would enable it to have a worldwide compete with the car manufactures . ,The economy would benefit because this would enable it to compete with car manufacturers worldwide . 
correct the following sentence:  The economy would benefit because this would enable it to have a worldwide compete with the car manufactures . ,The economy would benefit because this would enable it to have a worldwide competition with the car manufactures . 
correct the following sentence:  The economy would benefit because this would enable it to have a worldwide compete with the car manufactures . ,The economy would benefit because this would enable it to have a worldwide competition with the car manufactures . 
correct the following sentence:  The economy would benefit because this would enable it to have a worldwide compete with the car manufactures . ,The economy would benefit because this would enable it to have a worldwide competition with the car manufacturers . 
correct the following sentence:  He and I are good pal but we do n't want to get a lower score than each other . ,"He and I are good pals , but we do n't want to get lower scores than each other . "
correct the following sentence:  He and I are good pal but we do n't want to get a lower score than each other . ,He and I are good pals but we do n't want to get a lower score than each other . 
correct the following sentence:  He and I are good pal but we do n't want to get a lower score than each other . ,He and I are good pals but we do n't want to get a lower score than each other . 
correct the following sentence:  He and I are good pal but we do n't want to get a lower score than each other . ,"He and I are good pals , but we do n't want to get a lower score than each other . "
correct the following sentence:  It is composed by not only senior but also University students . ,"It is composed of not only seniors , but also university students . "
correct the following sentence:  It is composed by not only senior but also University students . ,It is composed by not only senior but also University students . 
correct the following sentence:  It is composed by not only senior but also University students . ,It is composed by not only senior but also University students . 
correct the following sentence:  It is composed by not only senior but also University students . ,"It is composed not only of seniors , but also of university students . "
correct the following sentence:  One of them is the long term wastefulness of the process . ,One of them is the long term wastefulness of the process . 
correct the following sentence:  One of them is the long term wastefulness of the process . ,One of them is the long term wastefulness of the process . 
correct the following sentence:  One of them is the long term wastefulness of the process . ,One of them is the long term wastefulness of the process . 
correct the following sentence:  One of them is the long term wastefulness of the process . ,One of them is the long term wastefulness of the process . 
correct the following sentence:  And if the knowledge is in all the area 's then it gives you an added advatage to you knowledge level . ,"And if you have knowledge in all areas , then it gives you an added advantage to you knowledge level . "
correct the following sentence:  And if the knowledge is in all the area 's then it gives you an added advatage to you knowledge level . ,"And if there is knowledge in all areas , then it provides an added advantage to your knowledge level . "
correct the following sentence:  And if the knowledge is in all the area 's then it gives you an added advatage to you knowledge level . ,And if the knowledge is in all the areas then it gives you an added advantage to your knowledge level . 
correct the following sentence:  And if the knowledge is in all the area 's then it gives you an added advatage to you knowledge level . ,"If the knowledge is in all areas , it gives an added advantage to your knowledge level . "
"correct the following sentence:  That is because If I became the member , I could be highly estimate from my friends . ","That is because if I became a member , I would be highly esteemed by my friends . "
"correct the following sentence:  That is because If I became the member , I could be highly estimate from my friends . ","That is because If I became a member , I would be highly esteemed among my friends . "
"correct the following sentence:  That is because If I became the member , I could be highly estimate from my friends . ","That is because If I became the member , I could be highly estimate from my friends . "
"correct the following sentence:  That is because If I became the member , I could be highly estimate from my friends . ","That is because if I became the member , I could be highly estimate from my friends . "
correct the following sentence:  So the governments and the scientists are also promoting the less use of private cars as they are one of the greatest attributers to the air pollution . ,So governments and scientists are also promoting less use of private cars because they are one of the greatest attributers to air pollution . 
correct the following sentence:  So the governments and the scientists are also promoting the less use of private cars as they are one of the greatest attributers to the air pollution . ,The governments and the scientists are also promoting the less use of private cars as they are one of the greatest contributors to the air pollution . 
correct the following sentence:  So the governments and the scientists are also promoting the less use of private cars as they are one of the greatest attributers to the air pollution . ,So the governments and the scientists are also promoting less use of private cars as they are one of the greatest attributers to air pollution . 
correct the following sentence:  So the governments and the scientists are also promoting the less use of private cars as they are one of the greatest attributers to the air pollution . ,So the governments and the scientists are also promoting less use of private cars as they are one of the greatest attributers to the air pollution . 
correct the following sentence:  People use the public water to drink water . ,People use public water to drink . 
correct the following sentence:  People use the public water to drink water . ,People use public water as drinking water . 
correct the following sentence:  People use the public water to drink water . ,People use the public water to drink water . 
correct the following sentence:  People use the public water to drink water . ,People use the public water to drink . 
correct the following sentence:  That will never cause the economic problem . ,That will never cause the economic problem . 
correct the following sentence:  That will never cause the economic problem . ,That will never cause the economic problem . 
correct the following sentence:  That will never cause the economic problem . ,That will never cause the economic problem . 
correct the following sentence:  That will never cause the economic problem . ,That will never cause the economic problem . 
correct the following sentence:  because this is not very easy to use . ,This is not very easy to use . 
correct the following sentence:  because this is not very easy to use . ,Because this is not very easy to use . 
correct the following sentence:  because this is not very easy to use . ,Because this is not very easy to use . 
correct the following sentence:  because this is not very easy to use . ,Because this is not very easy to use . 
"correct the following sentence:  But in my opinion , if you want be a succussful people , you should have brave to try new things and take risks . ","But in my opinion , if you want to be a successful person , you should be brave , try new things , and take risks . "
"correct the following sentence:  But in my opinion , if you want be a succussful people , you should have brave to try new things and take risks . ","In my opinion , if you want be a successful person , you should be brave enough to try new things and take risks . "
"correct the following sentence:  But in my opinion , if you want be a succussful people , you should have brave to try new things and take risks . ","But in my opinion , if you want to be a successful person , you should be brave enough to try new things and take risks . "
"correct the following sentence:  But in my opinion , if you want be a succussful people , you should have brave to try new things and take risks . ","But in my opinion , if you want be a successful person , you should try new things and take risks . "
"correct the following sentence:  On the other hand , sientist agree that the predators are beneficial to control the population tof the menhaden . ","On the other hand , scientists agree that the predators are beneficial to control the population of the menhaden . "
"correct the following sentence:  On the other hand , sientist agree that the predators are beneficial to control the population tof the menhaden . ","On the other hand , scientists agree that the predators are beneficial in controlling the population of the menhaden . "
"correct the following sentence:  On the other hand , sientist agree that the predators are beneficial to control the population tof the menhaden . ","On the other hand , scientists agree that the predators are beneficial to control the population of the Menhaden . "
"correct the following sentence:  On the other hand , sientist agree that the predators are beneficial to control the population tof the menhaden . ","On the other hand , scientists agree that the predators are beneficial to control the population of the menhaden . "
correct the following sentence:  Do we consider her as a smart girl ? ,Do we consider her a smart girl ? 
correct the following sentence:  Do we consider her as a smart girl ? ,Do we consider her a smart girl ? 
correct the following sentence:  Do we consider her as a smart girl ? ,Do we consider her to be a smart girl ? 
correct the following sentence:  Do we consider her as a smart girl ? ,Do we consider her a smart girl ? 
correct the following sentence:  For example in a chemistry class when you talk about oxygen is needed for a burning process you can give a fact to support your idea which is you can put out a fire with a blanket by cutting the oxygen . ,"For example , in a chemistry class when you talk about oxygen being needed for a burning process , you can provide a fact to support your idea , which might be that you can put out a fire with a blanket because it cuts off the oxygen . "
correct the following sentence:  For example in a chemistry class when you talk about oxygen is needed for a burning process you can give a fact to support your idea which is you can put out a fire with a blanket by cutting the oxygen . ,"For example , in a chemistry class , when you talk about the fact that oxygen is needed for the burning process , you can support your idea with the fact that a blanket over fire puts out the fire by cutting oxygen . "
correct the following sentence:  For example in a chemistry class when you talk about oxygen is needed for a burning process you can give a fact to support your idea which is you can put out a fire with a blanket by cutting the oxygen . ,"For example , in a chemistry class when you talk about oxygen that is needed for a burning process , you can give a fact to support your idea , such as you can put out a fire with a blanket by cutting the oxygen . "
correct the following sentence:  For example in a chemistry class when you talk about oxygen is needed for a burning process you can give a fact to support your idea which is you can put out a fire with a blanket by cutting the oxygen . ,For example in a chemistry class when you talk about oxygen is needed for a burning process you can give a fact to support your idea which is you can put out a fire with a blanket by cutting the oxygen . 
correct the following sentence:  Every beginning has its end . ,Every beginning has its end . 
correct the following sentence:  Every beginning has its end . ,Every beginning has its end . 
correct the following sentence:  Every beginning has its end . ,Every beginning has its end . 
correct the following sentence:  Every beginning has its end . ,Every beginning has its end . 
correct the following sentence:  Who we mach them togather . ,Who we match them together with . 
correct the following sentence:  Who we mach them togather . ,Who do we match together ? 
correct the following sentence:  Who we mach them togather . ,Who we match them together . 
correct the following sentence:  Who we mach them togather . ,How we match them together . 
correct the following sentence:  They explain the specific points useing the examples about dinosaurs 's behabiar and physical face . ,They explain specific points by using examples of the dinosaurs behavior and physical appearance . 
correct the following sentence:  They explain the specific points useing the examples about dinosaurs 's behabiar and physical face . ,They explain the specific points using the examples about dinosaurs ' behavior and physical faces . 
correct the following sentence:  They explain the specific points useing the examples about dinosaurs 's behabiar and physical face . ,They explain the specific points using the examples about dinosaurs ' behavior and physical face . 
correct the following sentence:  They explain the specific points useing the examples about dinosaurs 's behabiar and physical face . ,They explain the specific points using examples about the dinosaur 's behavior and physical features . 
correct the following sentence:  the lecture mentions about Mongol court recods of the time . ,The lecture mentioned the Mongol court records of the time . 
correct the following sentence:  the lecture mentions about Mongol court recods of the time . ,The lecture mentions Mongol court records of the time . 
correct the following sentence:  the lecture mentions about Mongol court recods of the time . ,"The lecture mentions , Mongol court records of the time . "
correct the following sentence:  the lecture mentions about Mongol court recods of the time . ,The lecture mentions about Mongol court records of the time . 
correct the following sentence:  It is harmful for many others animals as well as it pollutes the water sources . ,"It is harmful to people , animals , and it pollutes water sources . "
correct the following sentence:  It is harmful for many others animals as well as it pollutes the water sources . ,It is harmful for many other animals and it pollutes water sources . 
correct the following sentence:  It is harmful for many others animals as well as it pollutes the water sources . ,It is harmful for many others and animals as well as it pollutes the water sources . 
correct the following sentence:  It is harmful for many others animals as well as it pollutes the water sources . ,"It is harmful for many other animals , and it pollutes the water sources . "
"correct the following sentence:  first , theacher is make a right way give to us , so every teacher is make a confidence to students . ","Firstly , a teacher teaches students the right way to do things and affords confidence to students . "
"correct the following sentence:  first , theacher is make a right way give to us , so every teacher is make a confidence to students . ","First , teachers find the right way to teach us , and every teacher gives students confidence . "
"correct the following sentence:  first , theacher is make a right way give to us , so every teacher is make a confidence to students . ","first , theacher is make a right way give to us , so every teacher is make a confidence to students . "
"correct the following sentence:  first , theacher is make a right way give to us , so every teacher is make a confidence to students . ","First , the teacher is make a right way give to us , so every teacher is make a confidence to students . "
correct the following sentence:  We do n't usually study these subject very deaply . ,We do n't usually study these subjects very deeply . 
correct the following sentence:  We do n't usually study these subject very deaply . ,We do n't usually study these subjects very deeply . 
correct the following sentence:  We do n't usually study these subject very deaply . ,We do n't usually study these subject very deeply . 
correct the following sentence:  We do n't usually study these subject very deaply . ,We do n't usually study these subjects very deeply . 
correct the following sentence:  You often find people investing money in inventions only to sustain their own business . ,You often find people investing money in inventions only to sustain their own business . 
correct the following sentence:  You often find people investing money in inventions only to sustain their own business . ,You often find people investing money in inventions only to sustain their own business . 
correct the following sentence:  You often find people investing money in inventions only to sustain their own business . ,You often find people investing money in inventions only to sustain their own business . 
correct the following sentence:  You often find people investing money in inventions only to sustain their own business . ,You often find people investing money in inventions only to sustain their own business . 
"correct the following sentence:  For instance many people use airplane , ship , and train . ","For instance , many people use airplanes , ships , and trains . "
"correct the following sentence:  For instance many people use airplane , ship , and train . ","For instance , many people use airplanes , ships , and trains . "
"correct the following sentence:  For instance many people use airplane , ship , and train . ","For instance , many people use airplanes , ships , and trains . "
"correct the following sentence:  For instance many people use airplane , ship , and train . ","For instance many people use airplanes , ships , and trains . "
"correct the following sentence:  As a former Law Teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . ","As a former law teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . "
"correct the following sentence:  As a former Law Teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . ","As a former Law Teacher at the University of Belgrano , I have experienced the problems students face when taking their oral law examinations . "
"correct the following sentence:  As a former Law Teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . ","As a former law teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . "
"correct the following sentence:  As a former Law Teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . ","As a former Law Teacher at the University of Belgrano , I have experienced the problems students faced when taking their oral law examinations . "
"correct the following sentence:  First reason , students are very critism and always have many ideas to develop her opinion . ",First reason being that students are very open to criticism and always have many ideas to develop their opinions . 
"correct the following sentence:  First reason , students are very critism and always have many ideas to develop her opinion . ",The first reason is that students are very critical and always have many ideas based on their own opinions . 
"correct the following sentence:  First reason , students are very critism and always have many ideas to develop her opinion . ","First reason , students are very critical and always have many ideas to develop their opinion . "
